Book_Name,Author,Release_Date,Narrator,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length
The Count of Monte Cristo,Alexandre Dumas,"Release Date:
                                    17-06-08",John Lee,5 out of 5 stars,75 ratings,"₹1,338.00","['Language:', 'English']",Length: 46 hrs and 56 mins
Tinker Tailor Soldier Spy,John le Carré,"Release Date:
                                    22-07-05",Michael Jayston,4.5 out of 5 stars,17 ratings,"₹1,195.00","['Language:', 'English']",Length: 12 hrs and 48 mins
Business Maharajas,Gita Piramal,"Release Date:
                                    19-08-20",Multani Kiran,4.5 out of 5 stars,16 ratings,"₹1,256.00","['Language:', 'English']",Length: 16 hrs and 5 mins
Echoes of Eternity,Aaron Dembski-Bowden,"Release Date:
                                    03-09-22",Jonathan Keeble,5 out of 5 stars,5 ratings,"₹1,138.00","['Language:', 'English']",Length: 15 hrs and 50 mins
False Impression,Jeffrey Archer,"Release Date:
                                    19-06-14",Lorelei King,4.5 out of 5 stars,33 ratings,₹323.00,"['Language:', 'English']",Length: 10 hrs and 29 mins
The Secret History,Donna Tartt,"Release Date:
                                    30-09-10",Donna Tartt,4.5 out of 5 stars,81 ratings,₹957.00,"['Language:', 'English']",Length: 22 hrs and 4 mins
The Virginia Woolf Collection,Virginia Woolf,"Release Date:
                                    02-03-21",Tilda Swinton,5 out of 5 stars,4 ratings,"₹1,518.00","['Language:', 'English']",Length: 30 hrs and 13 mins
Notes from Underground,Fyodor Dostoevsky,"Release Date:
                                    06-10-20",Stefan Rudnicki,4.5 out of 5 stars,21 ratings,₹585.00,"['Language:', 'English']",Length: 4 hrs and 35 mins
A Hundred Little Flames,Preeti Shenoy,"Release Date:
                                    11-04-19",Aswin Varrier,4.5 out of 5 stars,198 ratings,₹284.00,"['Language:', 'English']",Length: 11 hrs and 14 mins
Romeo Juliet (Hindi Edition),William Shakespeare,"Release Date:
                                    14-10-21",Avdhesh Tondak,4 out of 5 stars,5 ratings,,"['Language:', 'Hindi']",Length: 3 hrs and 53 mins
Mother of Learning Arc 2,nobody103,"Release Date:
                                    17-05-22",Jack Voraces,5 out of 5 stars,2 ratings,"₹2,010.00","['Language:', 'English']",Length: 25 hrs and 11 mins
Morning Star,Pierce Brown,"Release Date:
                                    09-02-16",Tim Gerard Reynolds,5 out of 5 stars,37 ratings,"₹1,055.00","['Language:', 'English']",Length: 21 hrs and 50 mins
The Left Hand of Darkness,Ursula K. Le Guin,"Release Date:
                                    28-12-16",George Guidall,4.5 out of 5 stars,12 ratings,₹820.00,"['Language:', 'English']",Length: 9 hrs and 39 mins
Blade Runner,Philip K. Dick,"Release Date:
                                    27-11-07",Scott Brick,4.5 out of 5 stars,8 ratings,₹878.00,"['Language:', 'English']",Length: 9 hrs and 12 mins
Convenience Store Woman,Sayaka Murata,"Release Date:
                                    09-03-20",Nancy Wu,4 out of 5 stars,119 ratings,₹434.00,"['Language:', 'English']",Length: 3 hrs and 21 mins
Archer's Voice,Mia Sheridan,"Release Date:
                                    01-08-22",Kris Koscheski,4 out of 5 stars,15 ratings,₹500.00,"['Language:', 'English']",Length: 11 hrs and 7 mins
The Other Side of Midnight,Sidney Sheldon,"Release Date:
                                    19-04-16",Steven Pacey,4.5 out of 5 stars,44 ratings,₹937.00,"['Language:', 'English']",Length: 14 hrs and 29 mins
The Egg and Other Stories,Andy Weir,"Release Date:
                                    06-06-17",Jonathan Davis,4.5 out of 5 stars,86 ratings,₹166.00,"['Language:', 'English']",Length: 1 hr and 17 mins
Jaishankar Prasad Ki Shrestha Kahaniyaan [Best Stories of Jaishankar Prasad],Jaishankar Prasad,"Release Date:
                                    14-10-21",Kumud Soney,3.5 out of 5 stars,3 ratings,,"['Language:', 'Hindi']",Length: 8 hrs and 56 mins
Make Me,Lee Child,"Release Date:
                                    10-09-15",Jeff Harding,4 out of 5 stars,11 ratings,₹957.00,"['Language:', 'English']",Length: 11 hrs and 42 mins
The Best of Ruskin Bond,Ruskin Bond,"Release Date:
                                    16-08-19",Paul Thottam,4 out of 5 stars,21 ratings,"₹1,131.00","['Language:', 'English']",Length: 13 hrs and 19 mins
Executive Orders,Tom Clancy,"Release Date:
                                    05-03-14",Michael Prichard,4 out of 5 stars,17 ratings,"₹1,054.00","['Language:', 'English']",Length: 51 hrs and 25 mins
Ajab-Gazab Meri Duniya [My World],Ruskin Bond,"Release Date:
                                    18-01-19",Anil Datt,5 out of 5 stars,5 ratings,₹260.00,"['Language:', 'Hindi']",Length: 7 hrs and 23 mins
"My Sister, the Serial Killer",Oyinkan Braithwaite,"Release Date:
                                    03-01-19",Weruche Opia,4 out of 5 stars,161 ratings,₹548.00,"['Language:', 'English']",Length: 4 hrs and 30 mins
The Road,Cormac McCarthy,"Release Date:
                                    15-03-07",Tom Stechschulte,4.5 out of 5 stars,14 ratings,₹703.00,"['Language:', 'English']",Length: 6 hrs and 39 mins
The Girl Who Kicked the Hornets' Nest,Stieg Larsson,"Release Date:
                                    20-10-09",Saul Reichlin,4.5 out of 5 stars,76 ratings,₹949.00,"['Language:', 'English']",Length: 25 hrs and 6 mins
The Rule Breakers,Preeti Shenoy,"Release Date:
                                    30-01-20",Nimisha Sirohi,4.5 out of 5 stars,85 ratings,₹235.00,"['Language:', 'English']",Length: 10 hrs and 30 mins
Artemis,Andy Weir,"Release Date:
                                    14-11-17",Rosario Dawson,4 out of 5 stars,168 ratings,"₹1,003.00","['Language:', 'English']",Length: 8 hrs and 57 mins
David Copperfield,Charles Dickens,"Release Date:
                                    09-02-16",Richard Armitage,5 out of 5 stars,12 ratings,"₹1,338.00","['Language:', 'English']",Length: 36 hrs and 30 mins
Arabian Nights: Volume 1,Marty Ross,"Release Date:
                                    15-05-18",Zahra Ahmadi,4.5 out of 5 stars,107 ratings,₹759.00,"['Language:', 'English']",Length: 8 hrs and 20 mins
Blood of Liscor,pirateaba,"Release Date:
                                    22-11-22",Andrea Parsneau,,Not rated yet,"₹2,010.00","['Language:', 'English']",Length: 43 hrs
An Unsuitable Boy,Karan Johar,"Release Date:
                                    21-01-19",Gaurav Sajjanhar,4 out of 5 stars,256 ratings,"₹1,256.00","['Language:', 'English']",Length: 8 hrs and 39 mins
Boyfriend Material,Alexis Hall,"Release Date:
                                    07-07-20",Joe Jameson,4.5 out of 5 stars,35 ratings,"₹1,172.00","['Language:', 'English']",Length: 13 hrs and 11 mins
And the Mountains Echoed,Khaled Hosseini,"Release Date:
                                    22-03-16",Khaled Hosseini,4 out of 5 stars,69 ratings,₹836.00,"['Language:', 'English']",Length: 14 hrs
My Year of Rest and Relaxation,Ottessa Moshfegh,"Release Date:
                                    14-03-19",Julia Whelan,4 out of 5 stars,53 ratings,₹683.00,"['Language:', 'English']",Length: 7 hrs and 15 mins
Hamlet,William Shakespeare,"Release Date:
                                    23-01-20",Babla Kochhar,4.5 out of 5 stars,42 ratings,,"['Language:', 'Hindi']",Length: 7 hrs and 14 mins
Greenlights,Matthew McConaughey,"Release Date:
                                    07-11-22",Francesco Prando,,Not rated yet,₹305.00,"['Language:', 'italian']",Length: 7 hrs and 58 mins
The Tenant of Wildfell Hall,Anne Brontë,"Release Date:
                                    14-11-06",Alex Jennings,4 out of 5 stars,13 ratings,₹873.00,"['Language:', 'English']",Length: 16 hrs and 21 mins
Thirukkural,Thiruvalluvar,"Release Date:
                                    05-02-18",S. Jayaraman,5 out of 5 stars,1 rating,₹836.00,"['Language:', 'tamil']",Length: 10 hrs and 25 mins
He Who Fights with Monsters: A LitRPG Adventure,Shirtaloon,"Release Date:
                                    09-03-21",Heath Miller,5 out of 5 stars,19 ratings,"₹2,010.00","['Language:', 'English']",Length: 28 hrs and 56 mins
The Heart's Invisible Furies,John Boyne,"Release Date:
                                    09-02-17",Stephen Hogan,4.5 out of 5 stars,13 ratings,₹957.00,"['Language:', 'English']",Length: 21 hrs and 20 mins
Ascension,TurtleMe,"Release Date:
                                    15-06-21",Travis Baldree,5 out of 5 stars,14 ratings,"₹1,675.00","['Language:', 'English']",Length: 24 hrs and 18 mins
Anna Karenina,Leo Tolstoy,"Release Date:
                                    12-07-16",Maggie Gyllenhaal,4.5 out of 5 stars,117 ratings,"₹1,338.00","['Language:', 'English']",Length: 35 hrs and 35 mins
Legends & Lattes,Travis Baldree,"Release Date:
                                    16-06-22",Travis Baldree,5 out of 5 stars,9 ratings,₹323.00,"['Language:', 'English']",Length: 6 hrs and 21 mins
The Book of Form and Emptiness,Ruth Ozeki,"Release Date:
                                    23-09-21",Kerry Shale,4 out of 5 stars,8 ratings,"₹1,138.00","['Language:', 'English']",Length: 18 hrs and 53 mins
Dracula,Bram Stoker,"Release Date:
                                    21-10-21",Patricia Allison,5 out of 5 stars,7 ratings,₹873.00,"['Language:', 'English']",Length: 18 hrs and 25 mins
Einstein's Dreams,Alan Lightman,"Release Date:
                                    21-04-15",Grover Gardner,4.5 out of 5 stars,46 ratings,₹585.00,"['Language:', 'English']",Length: 2 hrs and 32 mins
Mahayoddha Kalki: Sword of Shiva,Kevin Missal,"Release Date:
                                    24-01-22",Manish Dongardive,4.5 out of 5 stars,131 ratings,₹668.00,"['Language:', 'English']",Length: 9 hrs and 30 mins
The Wealth of Nations,Adam Smith,"Release Date:
                                    22-08-12",Craig Deitschmann,4 out of 5 stars,19 ratings,₹585.00,"['Language:', 'English']",Length: 5 hrs and 7 mins
Huge Deal,Lauren Layne,"Release Date:
                                    12-02-19",Samantha Cook,4.5 out of 5 stars,24 ratings,₹517.00,"['Language:', 'English']",Length: 7 hrs and 19 mins
"Urdu Ki Chuni Hui Kahaniyan Part I & II [Selected Stories of Urdu, Hindi, Part I & II]",Kamleshwar,"Release Date:
                                    20-03-20",Hema Nikam,4 out of 5 stars,10 ratings,₹284.00,"['Language:', 'Hindi']",Length: 19 hrs and 54 mins
On Earth We're Briefly Gorgeous,Ocean Vuong,"Release Date:
                                    20-06-19",Ocean Vuong,4 out of 5 stars,100 ratings,₹752.00,"['Language:', 'English']",Length: 7 hrs and 19 mins
Ashadh ka Ek Din [Free One Day],Mohan Rakesh,"Release Date:
                                    10-04-19",NandKishore Pandey,4.5 out of 5 stars,22 ratings,,"['Language:', 'Hindi']",Length: 3 hrs and 31 mins
The Sentence Is Death,Anthony Horowitz,"Release Date:
                                    01-11-18",Rory Kinnear,4 out of 5 stars,31 ratings,₹820.00,"['Language:', 'English']",Length: 8 hrs and 35 mins
Fifty Shades Freed,E. L. James,"Release Date:
                                    26-04-12",Becca Battoe,4.5 out of 5 stars,43 ratings,₹957.00,"['Language:', 'English']",Length: 20 hrs and 59 mins
Shatranj Ke Khiladi Aur Anya Kahaniyaan [Chess Players and Other Stories],Premchand,"Release Date:
                                    14-10-21",Neeraj Yadav,4.5 out of 5 stars,11 ratings,,"['Language:', 'Hindi']",Length: 8 hrs and 38 mins
Death: Genesis: An Isekai LitRPG,Nicholas Searcy,"Release Date:
                                    29-11-22",Eric Michael Summerer,,Not rated yet,"₹1,507.00","['Language:', 'English']",Length: 14 hrs and 35 mins
The Terror,Dan Simmons,"Release Date:
                                    05-04-18",Tom Sellwood,5 out of 5 stars,7 ratings,₹888.00,"['Language:', 'English']",Length: 28 hrs and 27 mins
Rise of Kali,Anand Neelakantan,"Release Date:
                                    28-11-18",Siddhanta Pinto,4.5 out of 5 stars,281 ratings,₹357.00,"['Language:', 'English']",Length: 16 hrs and 10 mins
Roll of the Dice,Anand Neelakantan,"Release Date:
                                    07-11-18",Siddhanta Pinto,4.5 out of 5 stars,182 ratings,₹284.00,"['Language:', 'English']",Length: 15 hrs and 7 mins
Path of Daggers,Robert Jordan,"Release Date:
                                    11-11-08",Michael Kramer,4 out of 5 stars,31 ratings,₹301.00,"['Language:', 'English']",Length: 23 hrs and 25 mins
Ajaya Pason ka Khel,Anand Neelakantan,"Release Date:
                                    11-04-19",Sundip Ved,4.5 out of 5 stars,32 ratings,₹284.00,"['Language:', 'Hindi']",Length: 28 hrs and 5 mins
Cometh the Hour,Jeffrey Archer,"Release Date:
                                    25-02-16",Alex Jennings,4.5 out of 5 stars,36 ratings,₹323.00,"['Language:', 'English']",Length: 13 hrs and 3 mins
Hotel,Arthur Hailey,"Release Date:
                                    17-03-20",Chris Abernathy,4.5 out of 5 stars,22 ratings,₹703.00,"['Language:', 'English']",Length: 15 hrs and 17 mins
Dragonfly in Amber: International Edition,Diana Gabaldon,"Release Date:
                                    12-10-20",Davina Porter,4.5 out of 5 stars,6 ratings,"₹1,407.00","['Language:', 'English']",Length: 38 hrs and 54 mins
Transcendent Kingdom,Yaa Gyasi,"Release Date:
                                    01-09-20",Bahni Turpin,4.5 out of 5 stars,23 ratings,₹888.00,"['Language:', 'English']",Length: 8 hrs and 41 mins
War and Peace (AmazonClassics Edition),Leo Tolstoy,"Release Date:
                                    31-03-20",Edoardo Ballerini,4.5 out of 5 stars,15 ratings,"₹1,196.00","['Language:', 'English']",Length: 55 hrs and 30 mins
Little Women,Louisa May Alcott,"Release Date:
                                    23-12-19",Emily Bauer,4.5 out of 5 stars,35 ratings,₹759.00,"['Language:', 'English']",Length: 12 hrs and 15 mins
Anna Karenina,Leo Tolstoy,"Release Date:
                                    30-07-20",Miranda Pleasence,5 out of 5 stars,5 ratings,"₹1,093.00","['Language:', 'English']",Length: 36 hrs and 59 mins
Heartburn,Nora Ephron,"Release Date:
                                    09-07-13",Meryl Streep,4 out of 5 stars,154 ratings,₹879.00,"['Language:', 'English']",Length: 5 hrs and 30 mins
The Master and Margarita,Mikhail Bulgakov,"Release Date:
                                    18-09-09",Julian Rhind-Tutt,4.5 out of 5 stars,22 ratings,"₹1,067.00","['Language:', 'English']",Length: 16 hrs and 52 mins
P. G. Wodehouse Volume 2,P. G. Wodehouse,"Release Date:
                                    08-07-21",Stephen Fry,5 out of 5 stars,41 ratings,"₹1,138.00","['Language:', 'English']",Length: 45 hrs and 27 mins
Dark Horse: Ek Ankahi Dastan (Hindi Edition),Nilotpal Mrinal,"Release Date:
                                    03-11-20",Nilotpal Mrinal,5 out of 5 stars,321 ratings,₹668.00,"['Language:', 'Hindi']",Length: 6 hrs and 13 mins
7 Secrets of the Goddess,Devdutt Pattanaik,"Release Date:
                                    24-01-17",Sagar Arya,4.5 out of 5 stars,62 ratings,₹382.00,"['Language:', 'English']",Length: 4 hrs and 38 mins
